Kernel type,Num cols,Init buffer size,Num bytes,Num Blocks,Num threads,Kernel Time,Malloc Count,Kernel malloc,Vec malloc,Next buf malloc,Free,Result total len
WarpLevel,1,4096,4000000,1,1024,2.154,129,32,33,64,128,799948
PrefixSum,1,4096,4000000,1,1024,2.041,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,8,64,1.530,81,16,17,48,80,799948
PrefixSum,1,4096,4000000,8,64,1.678,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,8,128,1.113,129,32,33,64,128,799948
PrefixSum,1,4096,4000000,8,128,1.011,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,8,256,1.400,257,64,65,128,256,799948
PrefixSum,1,4096,4000000,8,256,0.585,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,8,512,3.543,385,128,129,128,384,799948
PrefixSum,1,4096,4000000,8,512,0.393,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,8,1024,6.548,513,256,257,0,512,799948
PrefixSum,1,4096,4000000,8,1024,0.415,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,32,64,1.795,257,64,65,128,256,799948
PrefixSum,1,4096,4000000,32,64,0.536,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,32,128,3.829,385,128,129,128,384,799948
PrefixSum,1,4096,4000000,32,128,0.389,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,32,256,6.620,513,256,257,0,512,799948
PrefixSum,1,4096,4000000,32,256,0.319,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,32,512,6.896,1025,512,513,0,1024,799948
PrefixSum,1,4096,4000000,32,512,0.366,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,32,1024,10.611,2049,1024,1025,0,2048,799948
PrefixSum,1,4096,4000000,32,1024,0.491,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,128,64,18.963,513,256,257,0,512,799948
PrefixSum,1,4096,4000000,128,64,0.282,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,128,128,35.385,1025,512,513,0,1024,799948
PrefixSum,1,4096,4000000,128,128,0.371,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,128,256,39.095,2049,1024,1025,0,2048,799948
PrefixSum,1,4096,4000000,128,256,0.469,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,128,512,23.601,4098,2048,2050,0,4097,799948
PrefixSum,1,4096,4000000,128,512,0.229,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,128,1024,27.005,8195,4096,4099,0,8194,799948
PrefixSum,1,4096,4000000,128,1024,0.197,0,0,0,0,0,799948
WarpLevel,1,4096,40000000,1,64,102.325,23,2,3,18,22,8000738
PrefixSum,1,4096,40000000,1,64,125.471,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,1,128,53.684,41,4,5,32,40,8000738
PrefixSum,1,4096,40000000,1,128,65.602,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,1,256,27.465,73,8,9,56,72,8000738
PrefixSum,1,4096,40000000,1,256,34.224,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,1,512,15.371,129,16,17,96,128,8000738
PrefixSum,1,4096,40000000,1,512,20.035,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,1,1024,10.321,225,32,33,160,224,8000738
PrefixSum,1,4096,40000000,1,1024,16.016,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,8,64,13.664,129,16,17,96,128,8000738
PrefixSum,1,4096,40000000,8,64,15.721,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,8,128,7.404,225,32,33,160,224,8000738
PrefixSum,1,4096,40000000,8,128,8.586,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,8,256,4.954,385,64,65,256,384,8000738
PrefixSum,1,4096,40000000,8,256,4.864,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,8,512,5.942,769,128,129,512,768,8000738
PrefixSum,1,4096,40000000,8,512,3.473,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,8,1024,20.814,1281,256,257,768,1280,8000738
PrefixSum,1,4096,40000000,8,1024,3.207,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,32,64,7.041,385,64,65,256,384,8000738
PrefixSum,1,4096,40000000,32,64,5.699,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,32,128,5.949,769,128,129,512,768,8000738
PrefixSum,1,4096,40000000,32,128,2.791,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,32,256,7.379,1281,256,257,768,1280,8000738
PrefixSum,1,4096,40000000,32,256,2.122,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,32,512,17.124,2050,512,514,1024,2049,8000738
PrefixSum,1,4096,40000000,32,512,4.236,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,32,1024,43.788,3074,1024,1026,1024,3073,8000738
PrefixSum,1,4096,40000000,32,1024,6.326,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,128,64,19.784,1281,256,257,768,1280,8000738
PrefixSum,1,4096,40000000,128,64,1.616,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,128,128,35.106,2050,512,514,1024,2049,8000738
PrefixSum,1,4096,40000000,128,128,4.242,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,128,256,62.759,3074,1024,1026,1024,3073,8000738
PrefixSum,1,4096,40000000,128,256,5.920,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,128,512,15.298,4098,2048,2050,0,4097,8000738
PrefixSum,1,4096,40000000,128,512,6.171,0,0,0,0,0,8000738
WarpLevel,1,4096,40000000,128,1024,44.168,8195,4096,4099,0,8194,8000738
PrefixSum,1,4096,40000000,128,1024,5.575,0,0,0,0,0,8000738
WarpLevel,1,4096,400000000,1,64,1072.710,31,2,3,26,30,80000786
PrefixSum,1,4096,400000000,1,64,1318.660,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,1,128,573.938,57,4,5,48,56,80000786
PrefixSum,1,4096,400000000,1,128,684.829,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,1,256,276.221,105,8,9,88,104,80000786
PrefixSum,1,4096,400000000,1,256,378.437,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,1,512,169.539,193,16,17,160,192,80000786
PrefixSum,1,4096,400000000,1,512,217.757,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,1,1024,98.306,353,32,33,288,352,80000786
PrefixSum,1,4096,400000000,1,1024,180.243,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,8,64,135.698,193,16,17,160,192,80000786
PrefixSum,1,4096,400000000,8,64,160.005,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,8,128,68.073,353,32,33,288,352,80000786
PrefixSum,1,4096,400000000,8,128,82.200,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,8,256,37.441,641,64,65,512,640,80000786
PrefixSum,1,4096,400000000,8,256,45.840,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,8,512,27.139,1153,128,129,896,1152,80000786
PrefixSum,1,4096,400000000,8,512,28.344,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,8,1024,41.310,2050,256,258,1536,2049,80000786
PrefixSum,1,4096,400000000,8,1024,31.189,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,32,64,46.093,641,64,65,512,640,80000786
PrefixSum,1,4096,400000000,32,64,47.334,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,32,128,29.659,1153,128,129,896,1152,80000786
PrefixSum,1,4096,400000000,32,128,25.547,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,32,256,20.318,2050,256,258,1536,2049,80000786
PrefixSum,1,4096,400000000,32,256,17.492,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,32,512,33.422,3587,512,515,2560,3586,80000786
PrefixSum,1,4096,400000000,32,512,36.754,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,32,1024,63.153,6148,1024,1028,4096,6147,80000786
PrefixSum,1,4096,400000000,32,1024,66.558,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,128,64,20.759,2050,256,258,1536,2049,80000786
PrefixSum,1,4096,400000000,128,64,15.837,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,128,128,80.079,3587,512,515,2560,3586,80000786
PrefixSum,1,4096,400000000,128,128,35.233,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,128,256,24.437,6148,1024,1028,4096,6147,80000786
PrefixSum,1,4096,400000000,128,256,61.077,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,128,512,45.469,10244,2048,2052,6144,10243,80000786
PrefixSum,1,4096,400000000,128,512,60.827,0,0,0,0,0,80000786
WarpLevel,1,4096,400000000,128,1024,107.630,16389,4096,4101,8192,16388,80000786
PrefixSum,1,4096,400000000,128,1024,61.694,0,0,0,0,0,80000786
WarpLevel,2,4096,4000,1,64,0.065,5,2,3,0,4,784
PrefixSum,2,4096,4000,1,64,0.052,0,0,0,0,0,784
WarpLevel,2,4096,4000,1,128,0.078,9,4,5,0,8,784
PrefixSum,2,4096,4000,1,128,0.044,0,0,0,0,0,784
WarpLevel,2,4096,4000,1,256,0.123,17,8,9,0,16,784
PrefixSum,2,4096,4000,1,256,0.045,0,0,0,0,0,784
WarpLevel,2,4096,4000,1,512,0.245,33,16,17,0,32,784
PrefixSum,2,4096,4000,1,512,0.039,0,0,0,0,0,784
WarpLevel,2,4096,4000,1,1024,0.658,65,32,33,0,64,784
PrefixSum,2,4096,4000,1,1024,0.041,0,0,0,0,0,784
WarpLevel,2,4096,4000,8,64,0.121,33,16,17,0,32,784
PrefixSum,2,4096,4000,8,64,0.040,0,0,0,0,0,784
WarpLevel,2,4096,4000,8,128,0.199,65,32,33,0,64,784
PrefixSum,2,4096,4000,8,128,0.038,0,0,0,0,0,784
WarpLevel,2,4096,4000,8,256,0.430,129,64,65,0,128,784
PrefixSum,2,4096,4000,8,256,0.039,0,0,0,0,0,784
WarpLevel,2,4096,4000,8,512,1.406,257,128,129,0,256,784
PrefixSum,2,4096,4000,8,512,0.039,0,0,0,0,0,784
WarpLevel,2,4096,4000,8,1024,3.618,513,256,257,0,512,784
PrefixSum,2,4096,4000,8,1024,0.039,0,0,0,0,0,784
WarpLevel,2,4096,4000,32,64,1.057,129,64,65,0,128,784
PrefixSum,2,4096,4000,32,64,0.038,0,0,0,0,0,784
WarpLevel,2,4096,4000,32,128,1.952,257,128,129,0,256,784
PrefixSum,2,4096,4000,32,128,0.039,0,0,0,0,0,784
WarpLevel,2,4096,4000,32,256,5.265,513,256,257,0,512,784
PrefixSum,2,4096,4000,32,256,0.039,0,0,0,0,0,784
WarpLevel,2,4096,4000,32,512,8.620,1025,512,513,0,1024,784
PrefixSum,2,4096,4000,32,512,0.039,0,0,0,0,0,784
WarpLevel,2,4096,4000,32,1024,9.242,2049,1024,1025,0,2048,784
PrefixSum,2,4096,4000,32,1024,0.044,0,0,0,0,0,784
WarpLevel,2,4096,4000,128,64,20.790,513,256,257,0,512,784
PrefixSum,2,4096,4000,128,64,0.038,0,0,0,0,0,784
WarpLevel,2,4096,4000,128,128,36.739,1025,512,513,0,1024,784
PrefixSum,2,4096,4000,128,128,0.039,0,0,0,0,0,784
WarpLevel,2,4096,4000,128,256,49.198,2049,1024,1025,0,2048,784
PrefixSum,2,4096,4000,128,256,0.039,0,0,0,0,0,784
WarpLevel,2,4096,4000,128,512,15.739,4098,2048,2050,0,4097,784
PrefixSum,2,4096,4000,128,512,0.040,0,0,0,0,0,784
WarpLevel,2,4096,4000,128,1024,21.730,8195,4096,4099,0,8194,784
PrefixSum,2,4096,4000,128,1024,0.041,0,0,0,0,0,784
WarpLevel,2,4096,40000,1,64,0.174,5,2,3,0,4,7962
PrefixSum,2,4096,40000,1,64,0.172,0,0,0,0,0,7962
WarpLevel,2,4096,40000,1,128,0.137,9,4,5,0,8,7962
PrefixSum,2,4096,40000,1,128,0.108,0,0,0,0,0,7962
WarpLevel,2,4096,40000,1,256,0.158,17,8,9,0,16,7962
PrefixSum,2,4096,40000,1,256,0.078,0,0,0,0,0,7962
WarpLevel,2,4096,40000,1,512,0.269,33,16,17,0,32,7962
PrefixSum,2,4096,40000,1,512,0.059,0,0,0,0,0,7962
WarpLevel,2,4096,40000,1,1024,0.744,65,32,33,0,64,7962
PrefixSum,2,4096,40000,1,1024,0.049,0,0,0,0,0,7962
WarpLevel,2,4096,40000,8,64,0.150,33,16,17,0,32,7962
PrefixSum,2,4096,40000,8,64,0.058,0,0,0,0,0,7962
WarpLevel,2,4096,40000,8,128,0.230,65,32,33,0,64,7962
PrefixSum,2,4096,40000,8,128,0.046,0,0,0,0,0,7962
WarpLevel,2,4096,40000,8,256,0.401,129,64,65,0,128,7962
PrefixSum,2,4096,40000,8,256,0.042,0,0,0,0,0,7962
WarpLevel,2,4096,40000,8,512,0.841,257,128,129,0,256,7962
PrefixSum,2,4096,40000,8,512,0.041,0,0,0,0,0,7962
WarpLevel,2,4096,40000,8,1024,3.822,513,256,257,0,512,7962
PrefixSum,2,4096,40000,8,1024,0.041,0,0,0,0,0,7962
WarpLevel,2,4096,40000,32,64,1.049,129,64,65,0,128,7962
PrefixSum,2,4096,40000,32,64,0.042,0,0,0,0,0,7962
WarpLevel,2,4096,40000,32,128,2.539,257,128,129,0,256,7962
PrefixSum,2,4096,40000,32,128,0.042,0,0,0,0,0,7962
WarpLevel,2,4096,40000,32,256,4.897,513,256,257,0,512,7962
PrefixSum,2,4096,40000,32,256,0.040,0,0,0,0,0,7962
WarpLevel,2,4096,40000,32,512,8.393,1025,512,513,0,1024,7962
PrefixSum,2,4096,40000,32,512,0.039,0,0,0,0,0,7962
WarpLevel,2,4096,40000,32,1024,11.683,2049,1024,1025,0,2048,7962
PrefixSum,2,4096,40000,32,1024,0.040,0,0,0,0,0,7962
WarpLevel,2,4096,40000,128,64,19.997,513,256,257,0,512,7962
PrefixSum,2,4096,40000,128,64,0.040,0,0,0,0,0,7962
WarpLevel,2,4096,40000,128,128,34.034,1025,512,513,0,1024,7962
PrefixSum,2,4096,40000,128,128,0.039,0,0,0,0,0,7962
WarpLevel,2,4096,40000,128,256,44.479,2049,1024,1025,0,2048,7962
PrefixSum,2,4096,40000,128,256,0.039,0,0,0,0,0,7962
WarpLevel,2,4096,40000,128,512,17.245,4098,2048,2050,0,4097,7962
PrefixSum,2,4096,40000,128,512,0.040,0,0,0,0,0,7962
WarpLevel,2,4096,40000,128,1024,21.819,8195,4096,4099,0,8194,7962
PrefixSum,2,4096,40000,128,1024,0.042,0,0,0,0,0,7962
WarpLevel,2,4096,4000000,1,64,15.527,17,2,3,12,16,799948
PrefixSum,2,4096,4000000,1,64,24.017,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,1,128,8.187,29,4,5,20,28,799948
PrefixSum,2,4096,4000000,1,128,11.862,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,1,256,4.404,49,8,9,32,48,799948
PrefixSum,2,4096,4000000,1,256,6.409,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,1,512,2.958,81,16,17,48,80,799948
PrefixSum,2,4096,4000000,1,512,3.501,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,1,1024,2.573,129,32,33,64,128,799948
PrefixSum,2,4096,4000000,1,1024,2.603,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,8,64,2.349,81,16,17,48,80,799948
PrefixSum,2,4096,4000000,8,64,3.036,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,8,128,1.434,129,32,33,64,128,799948
PrefixSum,2,4096,4000000,8,128,1.607,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,8,256,1.685,257,64,65,128,256,799948
PrefixSum,2,4096,4000000,8,256,0.907,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,8,512,3.411,385,128,129,128,384,799948
PrefixSum,2,4096,4000000,8,512,0.576,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,8,1024,3.183,513,256,257,0,512,799948
PrefixSum,2,4096,4000000,8,1024,0.483,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,32,64,2.163,257,64,65,128,256,799948
PrefixSum,2,4096,4000000,32,64,0.877,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,32,128,4.224,385,128,129,128,384,799948
PrefixSum,2,4096,4000000,32,128,0.571,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,32,256,7.490,513,256,257,0,512,799948
PrefixSum,2,4096,4000000,32,256,0.379,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,32,512,7.905,1025,512,513,0,1024,799948
PrefixSum,2,4096,4000000,32,512,0.465,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,32,1024,11.875,2049,1024,1025,0,2048,799948
PrefixSum,2,4096,4000000,32,1024,0.587,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,128,64,21.181,513,256,257,0,512,799948
PrefixSum,2,4096,4000000,128,64,0.364,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,128,128,31.123,1025,512,513,0,1024,799948
PrefixSum,2,4096,4000000,128,128,0.407,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,128,256,36.780,2049,1024,1025,0,2048,799948
PrefixSum,2,4096,4000000,128,256,0.570,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,128,512,16.545,4098,2048,2050,0,4097,799948
PrefixSum,2,4096,4000000,128,512,0.271,0,0,0,0,0,799948
WarpLevel,2,4096,4000000,128,1024,27.986,8195,4096,4099,0,8194,799948
PrefixSum,2,4096,4000000,128,1024,0.234,0,0,0,0,0,799948
WarpLevel,2,4096,40000000,1,64,153.329,23,2,3,18,22,8000738
PrefixSum,2,4096,40000000,1,64,235.208,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,1,128,77.468,41,4,5,32,40,8000738
PrefixSum,2,4096,40000000,1,128,118.423,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,1,256,39.864,73,8,9,56,72,8000738
PrefixSum,2,4096,40000000,1,256,60.740,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,1,512,22.002,129,16,17,96,128,8000738
PrefixSum,2,4096,40000000,1,512,33.616,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,1,1024,13.716,225,32,33,160,224,8000738
PrefixSum,2,4096,40000000,1,1024,23.928,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,8,64,19.734,129,16,17,96,128,8000738
PrefixSum,2,4096,40000000,8,64,29.406,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,8,128,11.061,225,32,33,160,224,8000738
PrefixSum,2,4096,40000000,8,128,14.941,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,8,256,6.692,385,64,65,256,384,8000738
PrefixSum,2,4096,40000000,8,256,7.945,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,8,512,7.030,769,128,129,512,768,8000738
PrefixSum,2,4096,40000000,8,512,4.662,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,8,1024,15.701,1281,256,257,768,1280,8000738
PrefixSum,2,4096,40000000,8,1024,3.577,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,32,64,7.477,385,64,65,256,384,8000738
PrefixSum,2,4096,40000000,32,64,7.724,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,32,128,5.696,769,128,129,512,768,8000738
PrefixSum,2,4096,40000000,32,128,4.253,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,32,256,11.563,1281,256,257,768,1280,8000738
PrefixSum,2,4096,40000000,32,256,2.753,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,32,512,16.471,2050,512,514,1024,2049,8000738
PrefixSum,2,4096,40000000,32,512,4.346,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,32,1024,45.155,3074,1024,1026,1024,3073,8000738
PrefixSum,2,4096,40000000,32,1024,7.474,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,128,64,34.398,1281,256,257,768,1280,8000738
PrefixSum,2,4096,40000000,128,64,2.582,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,128,128,51.727,2050,512,514,1024,2049,8000738
PrefixSum,2,4096,40000000,128,128,4.092,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,128,256,72.781,3074,1024,1026,1024,3073,8000738
PrefixSum,2,4096,40000000,128,256,7.084,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,128,512,15.013,4098,2048,2050,0,4097,8000738
PrefixSum,2,4096,40000000,128,512,6.704,0,0,0,0,0,8000738
WarpLevel,2,4096,40000000,128,1024,39.636,8195,4096,4099,0,8194,8000738
PrefixSum,2,4096,40000000,128,1024,6.531,0,0,0,0,0,8000738
WarpLevel,2,4096,400000000,1,64,1531.014,31,2,3,26,30,80000786
PrefixSum,2,4096,400000000,1,64,2334.518,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,1,128,782.294,57,4,5,48,56,80000786
PrefixSum,2,4096,400000000,1,128,1181.989,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,1,256,397.927,105,8,9,88,104,80000786
PrefixSum,2,4096,400000000,1,256,607.816,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,1,512,206.251,193,16,17,160,192,80000786
PrefixSum,2,4096,400000000,1,512,335.640,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,1,1024,119.154,353,32,33,288,352,80000786
PrefixSum,2,4096,400000000,1,1024,237.643,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,8,64,195.387,193,16,17,160,192,80000786
PrefixSum,2,4096,400000000,8,64,295.107,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,8,128,99.157,353,32,33,288,352,80000786
PrefixSum,2,4096,400000000,8,128,149.524,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,8,256,54.719,641,64,65,512,640,80000786
PrefixSum,2,4096,400000000,8,256,78.632,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,8,512,36.136,1153,128,129,896,1152,80000786
PrefixSum,2,4096,400000000,8,512,46.100,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,8,1024,44.655,2050,256,258,1536,2049,80000786
PrefixSum,2,4096,400000000,8,1024,35.397,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,32,64,54.126,641,64,65,512,640,80000786
PrefixSum,2,4096,400000000,32,64,76.710,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,32,128,35.201,1153,128,129,896,1152,80000786
PrefixSum,2,4096,400000000,32,128,42.065,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,32,256,26.126,2050,256,258,1536,2049,80000786
PrefixSum,2,4096,400000000,32,256,27.480,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,32,512,34.847,3587,512,515,2560,3586,80000786
PrefixSum,2,4096,400000000,32,512,45.137,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,32,1024,69.768,6148,1024,1028,4096,6147,80000786
PrefixSum,2,4096,400000000,32,1024,77.761,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,128,64,33.502,2050,256,258,1536,2049,80000786
PrefixSum,2,4096,400000000,128,64,25.767,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,128,128,91.536,3587,512,515,2560,3586,80000786
PrefixSum,2,4096,400000000,128,128,42.626,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,128,256,28.610,6148,1024,1028,4096,6147,80000786
PrefixSum,2,4096,400000000,128,256,73.277,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,128,512,49.797,10244,2048,2052,6144,10243,80000786
PrefixSum,2,4096,400000000,128,512,71.710,0,0,0,0,0,80000786
WarpLevel,2,4096,400000000,128,1024,124.222,16389,4096,4101,8192,16388,80000786
PrefixSum,2,4096,400000000,128,1024,71.147,0,0,0,0,0,80000786
WarpLevel,5,4096,4000,1,64,0.083,5,2,3,0,4,784
PrefixSum,5,4096,4000,1,64,0.068,0,0,0,0,0,784
WarpLevel,5,4096,4000,1,128,0.087,9,4,5,0,8,784
PrefixSum,5,4096,4000,1,128,0.052,0,0,0,0,0,784
WarpLevel,5,4096,4000,1,256,0.125,17,8,9,0,16,784
PrefixSum,5,4096,4000,1,256,0.045,0,0,0,0,0,784
WarpLevel,5,4096,4000,1,512,0.258,33,16,17,0,32,784
PrefixSum,5,4096,4000,1,512,0.040,0,0,0,0,0,784
WarpLevel,5,4096,4000,1,1024,0.675,65,32,33,0,64,784
PrefixSum,5,4096,4000,1,1024,0.040,0,0,0,0,0,784
WarpLevel,5,4096,4000,8,64,0.129,33,16,17,0,32,784
PrefixSum,5,4096,4000,8,64,0.040,0,0,0,0,0,784
WarpLevel,5,4096,4000,8,128,0.212,65,32,33,0,64,784
PrefixSum,5,4096,4000,8,128,0.041,0,0,0,0,0,784
WarpLevel,5,4096,4000,8,256,0.360,129,64,65,0,128,784
PrefixSum,5,4096,4000,8,256,0.041,0,0,0,0,0,784
WarpLevel,5,4096,4000,8,512,1.286,257,128,129,0,256,784
PrefixSum,5,4096,4000,8,512,0.042,0,0,0,0,0,784
WarpLevel,5,4096,4000,8,1024,3.039,513,256,257,0,512,784
PrefixSum,5,4096,4000,8,1024,0.042,0,0,0,0,0,784
WarpLevel,5,4096,4000,32,64,1.057,129,64,65,0,128,784
PrefixSum,5,4096,4000,32,64,0.082,0,0,0,0,0,784
WarpLevel,5,4096,4000,32,128,2.370,257,128,129,0,256,784
PrefixSum,5,4096,4000,32,128,0.045,0,0,0,0,0,784
WarpLevel,5,4096,4000,32,256,5.339,513,256,257,0,512,784
PrefixSum,5,4096,4000,32,256,0.041,0,0,0,0,0,784
WarpLevel,5,4096,4000,32,512,6.931,1025,512,513,0,1024,784
PrefixSum,5,4096,4000,32,512,0.043,0,0,0,0,0,784
WarpLevel,5,4096,4000,32,1024,12.610,2049,1024,1025,0,2048,784
PrefixSum,5,4096,4000,32,1024,0.041,0,0,0,0,0,784
WarpLevel,5,4096,4000,128,64,21.230,513,256,257,0,512,784
PrefixSum,5,4096,4000,128,64,0.041,0,0,0,0,0,784
WarpLevel,5,4096,4000,128,128,38.235,1025,512,513,0,1024,784
PrefixSum,5,4096,4000,128,128,0.041,0,0,0,0,0,784
WarpLevel,5,4096,4000,128,256,51.929,2049,1024,1025,0,2048,784
PrefixSum,5,4096,4000,128,256,0.041,0,0,0,0,0,784
WarpLevel,5,4096,4000,128,512,15.019,4098,2048,2050,0,4097,784
PrefixSum,5,4096,4000,128,512,0.042,0,0,0,0,0,784
WarpLevel,5,4096,4000,128,1024,29.642,8195,4096,4099,0,8194,784
PrefixSum,5,4096,4000,128,1024,0.043,0,0,0,0,0,784
WarpLevel,5,4096,40000,1,64,0.263,5,2,3,0,4,7962
PrefixSum,5,4096,40000,1,64,0.325,0,0,0,0,0,7962
WarpLevel,5,4096,40000,1,128,0.162,9,4,5,0,8,7962
PrefixSum,5,4096,40000,1,128,0.186,0,0,0,0,0,7962
WarpLevel,5,4096,40000,1,256,0.179,17,8,9,0,16,7962
PrefixSum,5,4096,40000,1,256,0.114,0,0,0,0,0,7962
WarpLevel,5,4096,40000,1,512,0.281,33,16,17,0,32,7962
PrefixSum,5,4096,40000,1,512,0.077,0,0,0,0,0,7962
WarpLevel,5,4096,40000,1,1024,0.717,65,32,33,0,64,7962
PrefixSum,5,4096,40000,1,1024,0.061,0,0,0,0,0,7962
WarpLevel,5,4096,40000,8,64,0.151,33,16,17,0,32,7962
PrefixSum,5,4096,40000,8,64,0.075,0,0,0,0,0,7962
WarpLevel,5,4096,40000,8,128,0.277,65,32,33,0,64,7962
PrefixSum,5,4096,40000,8,128,0.057,0,0,0,0,0,7962
WarpLevel,5,4096,40000,8,256,0.523,129,64,65,0,128,7962
PrefixSum,5,4096,40000,8,256,0.048,0,0,0,0,0,7962
WarpLevel,5,4096,40000,8,512,1.157,257,128,129,0,256,7962
